days online,duration,tags in title,title length,description length,tag count,comment count/days online,times viewed/days online,title emoji count,description emoji count,VADER sentiment,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,December,February,January,April,August,July,June,March,May,November,October,September,times liked
465,607,2,46,4198,13,0.524731183,19.16989247,1,72,0.8833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1078
466,461,2,38,2935,13,0.103004292,12.92918455,0,50,0.9894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,432
467,603,4,60,2782,13,0.338329764,121.9443255,0,51,0.9899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,861
472,469,2,48,3053,18,0.400423729,17.27754237,1,57,0.8099,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,532
473,578,1,36,3567,14,0.270613108,23.93657505,1,71,0.7739,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1007
474,427,3,36,3116,18,0.251054852,23.58227848,0,53,0.9851,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,910
479,1778,1,34,2615,17,0.129436326,11.47599165,0,35,0.8738,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,299
480,609,1,50,3282,11,0.179166667,8.016666667,2,65,0.997,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,315
481,510,2,45,3695,18,0.343035343,13.9043659,1,86,0.9891,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,618
486,1684,1,49,1574,18,0.656378601,35.09876543,1,20,0.5028,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1055
487,673,1,53,2411,10,3.747433265,349.7679671,0,50,-0.4098,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12123
488,591,2,55,2564,18,0.354508197,13.20286885,1,48,-0.3272,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,508
493,1234,1,44,2177,7,0.144016227,9.584178499,0,31,0.9757,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,369
494,657,2,47,3963,10,3.370445344,263.2975709,1,89,-0.8485,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8815
500,1536,1,66,1248,16,0.184,23.662,0,25,0.6322,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,554
501,426,2,69,1119,12,0.275449102,6.768463074,1,15,-0.8791,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,341
502,700,1,38,1965,12,0.521912351,18.27689243,1,43,-0.349,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,636
508,378,1,41,2456,12,0.277559055,11.88188976,0,48,0.9072,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,497
509,671,1,48,2754,11,0.328094303,21.09430255,0,59,0.6423,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,749
516,296,5,51,625,9,0.07751938,9.647286822,1,13,0.9514,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,293
516,403,2,49,1205,11,0.112403101,13.9379845,0,30,0.7773,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,392
528,986,2,49,1127,14,0.113636364,6.6875,2,23,0.6868,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,193
530,472,2,48,1759,11,0.222641509,9.475471698,0,52,0.9906,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,426
537,418,2,40,622,7,0.057728119,3.040968343,0,13,0.9537,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154
542,1134,0,51,1113,14,0.140221402,13.9501845,0,19,0.4871,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,516
544,333,3,59,1347,25,0.056985294,4.181985294,1,41,0.7984,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,199
545,804,1,29,155,14,0.194495413,9.174311927,0,4,0.5994,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,301
557,643,2,57,57,3,0.059245961,4.771992819,0,0,0.2023,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210
558,727,3,33,1619,24,0.120071685,10.27240143,2,38,0.9853,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,492
559,608,3,49,49,25,0.11627907,5.252236136,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,243
560,734,3,42,1171,13,0.101785714,7.714285714,0,23,0.594,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,291
564,954,1,44,1938,17,0.778368794,49.70390071,0,36,-0.7615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1642
565,783,1,35,1375,11,0.237168142,16.39292035,0,26,-0.6544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470
569,1609,2,40,2416,15,0.031634446,2.425307557,1,54,0.9907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,77
570,779,3,51,2525,18,0.131578947,4.375438596,0,62,0.9899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,148
572,456,2,44,1392,14,0.935314685,43.76223776,0,20,-0.7602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1525
572,2166,2,52,2250,13,0.29020979,16.61013986,0,43,0.9509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591
579,602,1,63,2916,12,0.189982729,3.14507772,1,56,-0.9111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191
586,2190,1,45,3117,12,0.69112628,28.03071672,0,41,0.5923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1144
592,459,1,50,2917,16,0.14527027,19.02702703,0,47,0.9973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,475
599,619,3,54,3052,10,0.130217028,8.312186978,1,63,0.9958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,400
600,590,4,48,2255,14,0.083333333,5.845,0,45,0.9724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,297
606,477,2,62,3359,11,0.231023102,17.830033,0,81,0.7738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,764
607,629,1,28,1814,7,0.286655684,10.84678748,1,35,-0.7635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,599
613,460,1,43,2951,11,0.290375204,15.98531811,3,77,0.9703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,645
620,433,2,55,2228,10,0.216129032,7.580645161,1,38,0.8731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,362
621,114,1,61,2890,13,0.251207729,16.19323671,1,45,-0.9676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1007
627,496,3,38,2295,10,0.454545455,12.6937799,0,45,-0.1702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,545
628,679,1,60,2937,8,0.587579618,8.99522293,1,48,0.9316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,539
634,746,1,59,3219,14,0.194006309,8.555205047,0,69,-0.4889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,471
635,676,1,50,3225,12,0.77007874,45.5023622,1,54,0.993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
641,533,1,70,4098,17,0.269890796,18.6474259,3,89,0.9968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900
648,556,2,63,3342,14,0.390432099,38.36882716,1,68,0.7626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1907
649,736,0,78,3348,10,0.314329738,18.53466872,3,70,0.7222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,688
652,496,1,54,3985,14,0.150306748,13.14570552,1,94,0.9732,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,408
655,703,1,53,3218,16,0.299236641,7.450381679,2,62,-0.9246,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,464
656,297,0,80,4472,11,0.455792683,29.81707317,1,91,0.9905,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1464
659,545,1,27,1568,3,0.752655539,21.31411229,0,33,-0.2316,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1170
661,844,1,50,2810,13,0.110438729,6.93494705,0,59,0.9809,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,488
662,668,2,37,3521,11,0.164652568,19.24622356,1,96,0.9946,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,522
663,497,1,42,2971,8,0.110105581,25.82202112,0,39,0.9983,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,487
669,655,2,55,2903,10,0.440956652,46.70254111,0,50,-0.9915,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1794
670,610,2,54,3605,13,0.4,29.69402985,2,72,0.9926,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1537
676,627,1,31,2718,8,0.924556213,59.70118343,0,43,0.9291,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1920
677,760,2,44,3488,9,0.447562777,66.85672083,2,70,0.9916,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2272
683,675,1,40,2882,9,0.423133236,14.65592972,2,71,0.9841,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,618
684,565,2,64,3122,9,1.165204678,105.1754386,1,57,0.996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2686
690,530,3,70,3552,10,0.094202899,6.013043478,0,74,0.9954,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,319
691,618,2,51,2722,14,1.241678726,192.1331404,0,53,0.9107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5730
697,655,2,59,2069,9,0.149210904,7.857962697,1,34,0.5589,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,608
698,707,3,72,2238,15,0.091690544,7.319484241,1,44,0.9592,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,436
704,684,1,57,2171,8,0.333806818,18.65056818,1,47,0.9889,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1036
705,630,2,40,2617,10,0.374468085,12.58156028,0,52,0.9403,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,432
711,633,1,60,2408,10,0.203938115,16.31504923,3,39,0.9891,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,522
712,385,2,70,2761,9,0.542134831,19.07724719,1,65,0.9936,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1121
718,640,1,61,1397,9,0.235376045,10.84261838,0,21,-0.4836,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,550
719,2455,4,56,3168,8,0.303198887,10.36439499,0,53,0.9745,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,532
721,591,2,48,549,10,0.020804438,2.765603329,1,19,0.9719,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160
725,553,1,64,2529,10,0.157241379,5.590344828,0,53,0.9979,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,469
726,992,3,53,2642,11,0.079889807,4.081267218,0,53,0.9834,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,223
732,631,2,56,2681,6,0.262295082,14.40710383,1,46,0.9078,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,858
733,664,2,28,1860,16,0.336971351,47.18963165,0,37,0.9923,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,983
739,528,3,38,1936,12,0.254397835,21.83491204,0,35,0.9649,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,817
740,453,1,56,1542,9,0.755405405,20.88648649,0,30,-0.8876,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1431
745,707,1,35,2209,6,0.059060403,2.663087248,0,41,0.9957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,121
746,802,4,58,2914,7,0.245308311,8.680965147,0,58,0.9527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,645
747,263,1,50,2361,9,0.206157965,8.686746988,1,48,0.9576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,453
748,572,1,26,1303,7,0.221925134,10.04010695,0,20,-0.6322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,756
753,1024,2,57,4057,10,0.413014608,25.2749004,1,83,0.9814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1270
754,326,2,46,2317,14,0.087533156,3.263925729,1,48,0.9948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,220
760,640,1,42,1380,3,1.285526316,92.73552632,0,20,0.3094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3512
760,705,2,48,2588,8,0.173684211,8.743421053,1,52,0.9373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,393
761,827,2,52,3018,10,0.240473062,8.517739816,0,72,0.9444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,453
766,623,2,49,1426,8,0.039164491,2.379895561,1,24,0.7998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,125
767,606,0,65,1994,14,0.24380704,6.17601043,0,27,0.7383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400
768,1991,1,61,2042,8,0.095052083,3.727864583,0,38,0.9433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,293
774,616,1,54,2101,9,0.069767442,7.762273902,2,57,0.9071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329
775,1651,1,41,2133,9,0.19483871,10.07225806,1,39,0.974,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,536
781,743,1,53,1823,14,0.064020487,3.399487836,1,30,0.8248,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177
782,877,2,54,3349,13,0.140664962,12.31841432,1,62,0.9803,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,701
788,712,2,59,2561,18,0.140862944,9.552030457,2,40,0.9711,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520
789,2148,2,56,2552,17,0.319391635,7.441064639,1,51,0.9767,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,508
794,1215,2,77,2290,12,0.24559194,10.88664987,1,45,0.9896,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,602
795,624,2,50,2637,10,0.052830189,4.270440252,1,56,0.9782,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,179
796,179,1,53,2045,13,0.25,5.824120603,2,49,0.9159,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,356
798,709,0,33,1399,12,0.503759398,15.92982456,0,23,-0.5318,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1026
801,808,3,62,1983,12,0.056179775,2.917602996,2,40,0.9848,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,138
802,679,1,43,2971,21,0.061097257,8.814214464,0,48,0.9946,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,279
803,781,1,30,3206,10,0.317559153,15.39227895,0,61,0.9821,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,678
809,919,3,33,2219,12,0.058096415,3.631644005,1,39,0.9581,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,185
810,761,1,54,3673,16,0.051851852,2.898765432,0,63,0.9891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103
811,647,2,38,2009,8,0.067817509,4.776818742,0,32,0.9145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,320
812,2794,1,43,2090,19,0.060344828,1.759852217,0,31,0.8967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97
816,2252,2,60,2325,6,0.047794118,2.927696078,2,41,0.9762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,228
817,1367,3,47,2588,14,0.044063647,4.728274174,1,56,0.9884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,295
818,2092,5,57,2016,15,0.118581907,7.023227384,3,35,0.8967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,388
823,806,1,50,3293,12,1.616038882,105.7484812,1,62,0.9887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6718
830,914,1,61,3700,15,0.601204819,65.52650602,0,66,0.9965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1705
831,1773,1,48,3804,12,0.12755716,9.530685921,0,66,0.9734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,428
833,966,3,51,2511,13,0.036014406,3.326530612,1,43,0.9884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123
834,1021,4,55,3899,10,0.223021583,18.97482014,3,83,0.9898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,789
837,944,1,51,4058,10,0.083632019,6.223416965,0,77,0.9961,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354
838,2855,2,36,3487,10,0.07875895,8.072792363,0,48,0.9863,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,388
843,1015,2,40,3959,10,0.230130486,12.39620403,1,77,0.9975,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,467
844,1246,3,48,3980,8,0.263033175,7.941943128,1,72,-0.8331,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,423
845,580,3,49,3813,10,1.176331361,74.99171598,1,65,0.9575,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4300
850,843,1,26,2064,6,0.041176471,1.678823529,1,32,0.8898,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,165
851,759,1,78,2755,10,0.03172738,3.948296122,0,48,0.9918,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122
852,393,2,45,2625,8,0.05399061,2.426056338,1,46,0.989,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112
855,1109,1,27,2001,9,0.045614035,1.69122807,0,32,0.9702,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86
857,1818,1,52,2410,16,0.109684947,10.50991832,0,52,0.9535,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,367
858,1129,2,55,2897,10,0.057109557,3.657342657,0,53,0.9865,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,191
859,1259,1,38,3843,9,0.341094296,27.23282887,0,71,0.9958,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1895
864,903,2,47,2609,10,0.247685185,9.096064815,2,51,-0.2669,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,523
865,959,2,68,2629,14,0.099421965,4.210404624,1,56,0.9916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,279
866,1436,2,69,2904,10,0.508083141,52.05889145,2,55,0.9581,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2697
868,746,2,30,2901,11,0.33640553,12.08410138,0,53,0.9408,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,504
871,608,2,65,2783,11,0.169919633,9.331802526,2,55,0.4754,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,407
872,1245,2,34,2696,10,0.06766055,5.564220183,1,59,0.9914,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318
873,3441,2,50,3143,11,0.13860252,8.280641466,0,58,0.952,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,317
878,986,1,69,2528,11,0.10022779,4.023917995,1,44,0.9623,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,204
879,680,1,54,2924,14,0.043230944,3.524459613,2,58,0.9916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,211
880,1363,1,66,2736,18,0.523863636,36.75113636,1,54,0.8736,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2661
885,1449,1,35,1982,5,0.108474576,2.762711864,1,31,0.9644,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,293
886,1025,1,45,2863,21,0.145598194,7.387133183,1,56,0.8321,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370
887,156,1,69,3001,18,0.148816234,9.490417136,3,60,-0.6615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,589
891,623,0,26,168,11,0.015712682,1.182940516,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58
892,716,1,49,3046,18,0.142376682,3.207399103,0,49,0.9874,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,195
893,1311,1,47,4394,18,0.036954087,2.863381859,0,91,0.9962,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,292
894,548,1,39,2669,19,0.118568233,6.498881432,0,47,0.9873,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,352
898,628,2,27,1979,9,0.03674833,1.094654788,0,31,0.8538,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85
899,831,2,49,2956,14,0.242491657,9.313681869,3,76,0.6759,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,575
900,654,2,56,4976,12,0.045555556,3.54,2,104,0.9975,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,246
903,1413,3,42,1908,30,0.03875969,2.033222591,0,29,0.9548,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141
905,1030,3,33,1962,30,0.028729282,2.114917127,0,30,0.8898,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,108
906,801,1,42,2821,21,0.142384106,10.1611479,1,59,0.8475,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,489
907,745,2,62,4188,15,0.081587652,9.938257993,1,86,0.9942,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,818
908,1065,2,43,3312,24,0.053964758,2.768722467,1,61,0.9937,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218
909,679,3,33,1943,14,0.01210121,1.207920792,0,29,0.9307,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71
910,559,2,52,2184,22,0.054945055,12.65274725,0,31,0.9734,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,443
914,663,1,27,2003,21,0.035010941,2.56345733,2,36,0.8898,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143
915,938,1,47,2195,23,0.046994536,3.165027322,1,33,0.9724,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,251
916,650,2,41,1952,21,0.012008734,0.89628821,0,31,0.8898,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72
917,504,3,34,1958,21,0.00436205,0.628135224,0,32,0.9417,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47
918,575,1,45,2073,16,0.040305011,1.525054466,3,36,0.9668,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77
918,785,2,42,2014,13,0.030501089,2.21459695,0,31,0.8765,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130
